'速','1','4','both'
'過','1','4','both'
'閉','1','4','both'
'開','1','4','both'
'高','1','4','both'
'代','2','4','both'
'和','2','4','both'
'外','2','4','both'
'強','2','4','both'
'後','2','4','both'
'治','2','4','both'
'着','2','4','both'
'赤','2','4','both'
'重','2','4','both'
'静','2','4','both'
'分','3','4','both'
'初','1','5','both'
'広','1','5','both'
'懐','1','5','both'
'捕','1','5','both'
'縮','1','5','both'
'苦','1','5','both'
'薄','1','5','both'
'汚','1','6','both'
'交','1','7','both'
'冷','1','7','both'
'揺','1','7','both'
'上','2','8','both'
'明','2','9','both'
'下','2','X','both'
'生','2','X','both'
